,Date,Close
0,2010-06-29 00:00:00,1.5926669836044312
1,2010-06-30 00:00:00,1.5886670351028442
2,2010-07-01 00:00:00,1.4639999866485596
3,2010-07-02 00:00:00,1.2799999713897705
4,2010-07-06 00:00:00,1.0740000009536743
5,2010-07-07 00:00:00,1.053333044052124
6,2010-07-08 00:00:00,1.1640000343322754
7,2010-07-09 00:00:00,1.159999966621399
8,2010-07-12 00:00:00,1.136667013168335
9,2010-07-13 00:00:00,1.2093329429626465
10,2010-07-14 00:00:00,1.3226670026779177
11,2010-07-15 00:00:00,1.3259999752044678
12,2010-07-16 00:00:00,1.3760000467300415
13,2010-07-19 00:00:00,1.4606670141220093
14,2010-07-20 00:00:00,1.3533329963684082
15,2010-07-21 00:00:00,1.3480000495910645
16,2010-07-22 00:00:00,1.399999976158142
17,2010-07-23 00:00:00,1.4193329811096191
18,2010-07-26 00:00:00,1.3966670036315918
19,2010-07-27 00:00:00,1.3700000047683716
20,2010-07-28 00:00:00,1.3813329935073853
21,2010-07-29 00:00:00,1.3566670417785645
22,2010-07-30 00:00:00,1.329332947731018
23,2010-08-02 00:00:00,1.3946670293807983
24,2010-08-03 00:00:00,1.463333010673523
25,2010-08-04 00:00:00,1.4173330068588257
26,2010-08-05 00:00:00,1.363332986831665
27,2010-08-06 00:00:00,1.305999994277954
28,2010-08-09 00:00:00,1.3066669702529907
29,2010-08-10 00:00:00,1.2686669826507568
30,2010-08-11 00:00:00,1.1933330297470093
31,2010-08-12 00:00:00,1.1733330488204956
32,2010-08-13 00:00:00,1.2213330268859863
33,2010-08-16 00:00:00,1.2519999742507937
34,2010-08-17 00:00:00,1.2766669988632202
35,2010-08-18 00:00:00,1.2513329982757568
36,2010-08-19 00:00:00,1.25266695022583
37,2010-08-20 00:00:00,1.273332953453064
38,2010-08-23 00:00:00,1.3420000076293943
39,2010-08-24 00:00:00,1.2799999713897705
40,2010-08-25 00:00:00,1.3266669511795044
41,2010-08-26 00:00:00,1.3166669607162476
42,2010-08-27 00:00:00,1.3133330345153809
43,2010-08-30 00:00:00,1.324666976928711
44,2010-08-31 00:00:00,1.2986669540405271
45,2010-09-01 00:00:00,1.363332986831665
46,2010-09-02 00:00:00,1.4040000438690186
47,2010-09-03 00:00:00,1.4033329486846924
48,2010-09-07 00:00:00,1.369333028793335
49,2010-09-08 00:00:00,1.3933329582214355
50,2010-09-09 00:00:00,1.380666971206665
51,2010-09-10 00:00:00,1.3446669578552246
52,2010-09-13 00:00:00,1.3813329935073853
53,2010-09-14 00:00:00,1.4079999923706057
54,2010-09-15 00:00:00,1.4653329849243164
55,2010-09-16 00:00:00,1.3960000276565552
56,2010-09-17 00:00:00,1.348667025566101
57,2010-09-20 00:00:00,1.4040000438690186
58,2010-09-21 00:00:00,1.3846670389175415
59,2010-09-22 00:00:00,1.324666976928711
60,2010-09-23 00:00:00,1.3040000200271606
61,2010-09-24 00:00:00,1.340000033378601
62,2010-09-27 00:00:00,1.3686670064926147
63,2010-09-28 00:00:00,1.4266669750213623
64,2010-09-29 00:00:00,1.4653329849243164
65,2010-09-30 00:00:00,1.3606669902801514
66,2010-10-01 00:00:00,1.373332977294922
67,2010-10-04 00:00:00,1.3993330001831057
68,2010-10-05 00:00:00,1.4079999923706057
69,2010-10-06 00:00:00,1.3639999628067017
70,2010-10-07 00:00:00,1.3619999885559082
71,2010-10-08 00:00:00,1.3619999885559082
72,2010-10-11 00:00:00,1.3493330478668213
73,2010-10-12 00:00:00,1.3493330478668213
74,2010-10-13 00:00:00,1.369333028793335
75,2010-10-14 00:00:00,1.3833329677581787
76,2010-10-15 00:00:00,1.369333028793335
77,2010-10-18 00:00:00,1.348667025566101
78,2010-10-19 00:00:00,1.3366669416427612
79,2010-10-20 00:00:00,1.376667022705078
80,2010-10-21 00:00:00,1.3833329677581787
81,2010-10-22 00:00:00,1.3813329935073853
82,2010-10-25 00:00:00,1.3899999856948853
83,2010-10-26 00:00:00,1.4240000247955322
84,2010-10-27 00:00:00,1.399999976158142
85,2010-10-28 00:00:00,1.4126670360565186
86,2010-10-29 00:00:00,1.4559999704360962
87,2010-11-01 00:00:00,1.4273329973220823
88,2010-11-02 00:00:00,1.4166669845581057
89,2010-11-03 00:00:00,1.4513330459594729
90,2010-11-04 00:00:00,1.659999966621399
91,2010-11-05 00:00:00,1.6293330192565918
92,2010-11-08 00:00:00,1.6653330326080322
93,2010-11-09 00:00:00,1.6419999599456787
94,2010-11-10 00:00:00,1.957332968711853
95,2010-11-11 00:00:00,1.869333028793335
96,2010-11-12 00:00:00,1.9893330335617063
97,2010-11-15 00:00:00,2.053333044052124
98,2010-11-16 00:00:00,1.9780000448226929
99,2010-11-17 00:00:00,1.965999960899353
100,2010-11-18 00:00:00,1.9926669597625728
101,2010-11-19 00:00:00,2.065999984741211
102,2010-11-22 00:00:00,2.2266669273376465
103,2010-11-23 00:00:00,2.3046669960021973
104,2010-11-24 00:00:00,2.3646669387817383
105,2010-11-26 00:00:00,2.354666948318481
106,2010-11-29 00:00:00,2.2886669635772705
107,2010-11-30 00:00:00,2.355333089828491
108,2010-12-01 00:00:00,2.289999961853028
109,2010-12-02 00:00:00,2.1566669940948486
110,2010-12-03 00:00:00,2.0993330478668213
111,2010-12-06 00:00:00,2.02066707611084
112,2010-12-07 00:00:00,2.1040000915527344
113,2010-12-08 00:00:00,2.157999992370605
114,2010-12-09 00:00:00,2.136667013168335
115,2010-12-10 00:00:00,2.101332902908325
116,2010-12-13 00:00:00,2.0366671085357666
117,2010-12-14 00:00:00,1.9019999504089355
118,2010-12-15 00:00:00,1.97333300113678
119,2010-12-16 00:00:00,2.053999900817871
120,2010-12-17 00:00:00,2.0906670093536377
121,2010-12-20 00:00:00,2.113332986831665
122,2010-12-21 00:00:00,2.1506669521331787
123,2010-12-22 00:00:00,2.175333023071289
124,2010-12-23 00:00:00,2.00600004196167
125,2010-12-27 00:00:00,1.703333020210266
126,2010-12-28 00:00:00,1.7606669664382937
127,2010-12-29 00:00:00,1.848667025566101
128,2010-12-30 00:00:00,1.7666670083999634
129,2010-12-31 00:00:00,1.775333046913147
130,2011-01-03 00:00:00,1.7746670246124268
131,2011-01-04 00:00:00,1.777999997138977
132,2011-01-05 00:00:00,1.7886669635772705
133,2011-01-06 00:00:00,1.858667016029358
134,2011-01-07 00:00:00,1.8826669454574585
135,2011-01-10 00:00:00,1.896667003631592
136,2011-01-11 00:00:00,1.797333002090454
137,2011-01-12 00:00:00,1.797333002090454
138,2011-01-13 00:00:00,1.7480000257492063
139,2011-01-14 00:00:00,1.7166670560836792
140,2011-01-18 00:00:00,1.7093329429626465
141,2011-01-19 00:00:00,1.6019999980926514
142,2011-01-20 00:00:00,1.5080000162124634
143,2011-01-21 00:00:00,1.5360000133514404
144,2011-01-24 00:00:00,1.6326669454574585
145,2011-01-25 00:00:00,1.6453330516815186
146,2011-01-26 00:00:00,1.649999976158142
147,2011-01-27 00:00:00,1.6613329648971558
148,2011-01-28 00:00:00,1.6006669998168943
149,2011-01-31 00:00:00,1.6066670417785645
150,2011-02-01 00:00:00,1.593999981880188
151,2011-02-02 00:00:00,1.5959999561309814
152,2011-02-03 00:00:00,1.5753329992294312
153,2011-02-04 00:00:00,1.5640000104904177
154,2011-02-07 00:00:00,1.537999987602234
155,2011-02-08 00:00:00,1.6326669454574585
156,2011-02-09 00:00:00,1.547333002090454
157,2011-02-10 00:00:00,1.5479999780654907
158,2011-02-11 00:00:00,1.5499999523162842
159,2011-02-14 00:00:00,1.5386669635772705
160,2011-02-15 00:00:00,1.5226670503616333
161,2011-02-16 00:00:00,1.6486669778823853
162,2011-02-17 00:00:00,1.5733330249786377
163,2011-02-18 00:00:00,1.5453330278396606
164,2011-02-22 00:00:00,1.4579999446868896
165,2011-02-23 00:00:00,1.4553329944610596
166,2011-02-24 00:00:00,1.5019999742507937
167,2011-02-25 00:00:00,1.5740000009536743
